OBJECTID	SEG_ID	STREETNAME	ST_CODE	ONEWAY	CLASS	TYPE	Shape__Length
1129	300381	COBBS CREEK  PKWY	24060	B	2	Conventional	0.000897284
1130	300842	HOFFMAN  AVE	42940	B	4	Conventional	0.001704011
1131	300382	COBBS CREEK  PKWY	24060	B	2	Conventional	0.000972021
1132	100071	MARIO LANZA  BLVD	53490	B	4	Conventional	0.002732577
1133	320102	CHESTER  AVE	22760	B	4	Conventional	0.000514739
1134	320099	WOODLAND  AVE	84480	B	3	Conventional	0.000677156
1135	320098	WOODLAND  AVE	84480	B	3	Conventional	0.000679202
1136	322711	CHESTER  AVE	22760	B	4	Conventional	0.001987105
1137	320104	CHESTER  AVE	22760	B	4	Conventional	0.000704
1138	320103	CHESTER  AVE	22760	B	4	Conventional	0.000679943
1139	320100	WOODLAND  AVE	84480	B	3	Conventional	0.001794968
1140	320299	WOODLAND  AVE	84480	B	3	Conventional	0.000855972
1141	220280	S  70TH  ST	89330	B	3	Conventional	0.004462794
1142	220274	ESSINGTON  AVE	32200	B	3	Conventional	0.002796243
1143	220265	NORWITCH  DR	60235	B	3	Conventional	0.008463148
1144	220336	S  70TH  ST	89330	B	3	Conventional	0.002389784
1145	220266	ESSINGTON  AVE	32200	B	3	Conventional	0.008910468
1146	220276	ESSINGTON  AVE	32200	B	3	Conventional	0.006458095
1147	200770	BUIST  AVE	19740	B	4	Conventional	0.000111182
1148	200559	BUIST  AVE	19740	B	4	Conventional	0.001356237
1149	200558	BUIST  AVE	19740	B	4	Conventional	0.000681065
1150	200181	ELMWOOD  AVE	31480	B	4	Conventional	0.00103501
1151	200185	ELMWOOD  AVE	31480	B	4	Conventional	0.000634987
1152	200672	BUIST  AVE	19740	B	4	Conventional	0.000653431
1153	200567	BUIST  AVE	19740	B	4	Conventional	0.001664923
1154	200162	ELMWOOD  AVE	31480	B	4	Conventional	0.001688102
1155	200168	ELMWOOD  AVE	31480	B	4	Conventional	0.000694824
1156	200165	WOODLAND  AVE	84480	B	3	Conventional	0.000757032
1157	200530	WOODLAND  AVE	84480	B	3	Conventional	0.000870707
1158	200531	WOODLAND  AVE	84480	B	3	Conventional	0.000731836
1159	200047	WOODLAND  AVE	84480	B	3	Conventional	0.00044058
1160	200042	WOODLAND  AVE	84480	B	3	Conventional	0.000541201
1161	200035	WOODLAND  AVE	84480	B	3	Conventional	0.000764512
1162	200104	WOODLAND  AVE	84480	B	3	Conventional	0.000955088
1163	200094	WOODLAND  AVE	84480	B	3	Conventional	0.000649342
1164	200089	WOODLAND  AVE	84480	B	3	Conventional	0.000567302
1165	200081	WOODLAND  AVE	84480	B	3	Conventional	0.000631831
1166	220275	ESSINGTON  AVE	32200	B	3	Conventional	0.005601109
1167	220056	ESSINGTON  AVE	32200	B	3	Conventional	0.000440842
1168	220627	BUIST  AVE	19740	B	4	Conventional	0.000809578
1169	220622	BUIST  AVE	19740	B	4	Conventional	0.000803635
1170	220616	BUIST  AVE	19740	B	4	Conventional	0.000764069
1171	220613	BUIST  AVE	19740	B	4	Conventional	0.000753502
1172	220607	BUIST  AVE	19740	B	4	Conventional	0.001511582
1173	220262	S  63RD  ST	89080	B	3	Conventional	0.007566644
1174	220765	ELMWOOD  AVE	31480	B	4	Conventional	0.000184274
1175	220764	ELMWOOD  AVE	31480	B	4	Conventional	0.000629333
1176	220747	ELMWOOD  AVE	31480	B	4	Conventional	0.000588223
1177	300291	WOODLAND  AVE	84480	B	3	Conventional	0.000163218
1178	300293	WOODLAND  AVE	84480	B	3	Conventional	0.00044303
1179	300300	WOODLAND  AVE	84480	B	3	Conventional	0.000694957
1180	320227	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000826667
1181	320226	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000727873
1182	320231	S  48TH  ST	88750	B	4	Conventional	0.000872289
1183	323088	KINGSESSING  AVE	47780	B	4	Conventional	0.001535312
1184	320225	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000828675
1185	320232	S  48TH  ST	88750	B	4	Conventional	0.000793671
1186	320279	KINGSESSING  AVE	47780	B	4	Conventional	0.000557973
1187	320304	WOODLAND  AVE	84480	B	3	Conventional	0.000530362
1188	320309	WOODLAND  AVE	84480	B	3	Conventional	0.000365456
1189	320308	WOODLAND  AVE	84480	B	3	Conventional	9.93E-05
1190	322719	WOODLAND  AVE	84480	B	3	Conventional	0.001557432
1191	323057	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000611503
1192	323055	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000229835
1193	320354	KINGSESSING  AVE	47780	B	4	Conventional	0.000594298
1194	320280	KINGSESSING  AVE	47780	B	4	Conventional	0.000432785
1195	320281	KINGSESSING  AVE	47780	B	4	Conventional	0.000554282
1196	323068	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000647954
1197	323067	SPRINGFIELD  AVE	73900	B	3	Conventional	0.00054784
1198	323066	SPRINGFIELD  AVE	73900	B	3	Conventional	0.00064772
1199	320355	KINGSESSING  AVE	47780	B	4	Conventional	0.000514552
1200	320356	KINGSESSING  AVE	47780	B	4	Conventional	0.000571854
1201	320634	WOODLAND  AVE	84480	B	3	Conventional	0.000593645
1202	320635	WOODLAND  AVE	84480	B	3	Conventional	0.000495894
1203	320408	GRAYS  AVE	38300	B	2	Conventional	0.001980404
1204	322817	ELMWOOD  AVE	31480	B	4	Conventional	0.001011007
1205	320422	ELMWOOD  AVE	31480	B	4	Conventional	0.000763571
1206	320423	ELMWOOD  AVE	31480	B	4	Conventional	0.000532852
1207	320424	ELMWOOD  AVE	31480	B	4	Conventional	0.000540443
1208	320425	ELMWOOD  AVE	31480	B	4	Conventional	0.000620436
1209	322816	LINDBERGH  BLVD	50820	B	2	Paint Buffered	0.00094363
1210	320617	WOODLAND  AVE	84480	B	3	Conventional	0.000564001
1211	320599	WOODLAND  AVE	84480	B	3	Conventional	0.000496607
1212	320501	WOODLAND  AVE	84480	B	3	Conventional	0.000916538
1213	320504	WOODLAND  AVE	84480	B	3	Conventional	0.000619499
1214	320503	WOODLAND  AVE	84480	B	3	Conventional	0.00089879
1215	320505	WOODLAND  AVE	84480	B	3	Conventional	0.00048446
1216	320506	WOODLAND  AVE	84480	B	3	Conventional	0.000582993
1217	320491	WOODLAND  AVE	84480	B	3	Conventional	0.001992224
1218	320442	ELMWOOD  AVE	31480	B	4	Conventional	0.001049166
1219	200112	WOODLAND  AVE	84480	B	3	Conventional	0.001056045
1220	200030	WOODLAND  AVE	84480	B	3	Conventional	0.000745234
1221	200053	WOODLAND  AVE	84480	B	3	Conventional	0.000531921
1222	200064	WOODLAND  AVE	84480	B	3	Conventional	0.000811798
1223	200074	WOODLAND  AVE	84480	B	3	Conventional	0.000808071
1224	220710	ELMWOOD  AVE	31480	B	4	Conventional	0.001512963
1225	220697	ELMWOOD  AVE	31480	B	4	Conventional	0.001156574
1226	220692	ELMWOOD  AVE	31480	B	4	Conventional	0.000515342
1227	220711	BUIST  AVE	19740	B	4	Conventional	0.00168584
1228	220688	BUIST  AVE	19740	B	4	Conventional	0.000619208
1229	220687	BUIST  AVE	19740	B	4	Conventional	0.000580656
1230	220699	BUIST  AVE	19740	B	4	Conventional	0.001677371
1231	220686	BUIST  AVE	19740	B	4	Conventional	0.000631992
1232	220716	ELMWOOD  AVE	31480	B	4	Conventional	0.001511688
1233	200121	WOODLAND  AVE	84480	B	3	Conventional	0.001676964
1234	200135	WOODLAND  AVE	84480	B	3	Conventional	0.001919515
1235	200529	WOODLAND  AVE	84480	B	3	Conventional	0.000632966
1236	200146	WOODLAND  AVE	84480	B	3	Conventional	0.001048347
1237	200172	ELMWOOD  AVE	31480	B	4	Conventional	0.001214987
1238	200177	ELMWOOD  AVE	31480	B	4	Conventional	0.001675829
1239	200555	BUIST  AVE	19740	B	4	Conventional	0.000771256
1240	200556	BUIST  AVE	19740	B	4	Conventional	0.000273513
1241	200557	BUIST  AVE	19740	B	4	Conventional	0.000639799
1242	200117	ELMWOOD  AVE	31480	B	4	Conventional	0.000806355
1243	200120	ELMWOOD  AVE	31480	B	4	Conventional	0.000814925
1244	200125	ELMWOOD  AVE	31480	B	4	Conventional	0.000622802
1245	220631	BUIST  AVE	19740	B	4	Conventional	0.000630104
1246	200549	BUIST  AVE	19740	B	4	Conventional	0.000585167
1247	200140	ELMWOOD  AVE	31480	B	4	Conventional	0.000676495
1248	200148	ELMWOOD  AVE	31480	B	4	Conventional	0.000631917
1249	200134	ELMWOOD  AVE	31480	B	4	Conventional	0.000640792
1250	200131	ELMWOOD  AVE	31480	B	4	Conventional	0.0005921
1251	200157	ELMWOOD  AVE	31480	B	4	Conventional	0.000694832
1252	200550	BUIST  AVE	19740	B	4	Conventional	0.00062653
1253	200551	BUIST  AVE	19740	B	4	Conventional	0.000698424
1254	200553	BUIST  AVE	19740	B	4	Conventional	0.00056845
1255	200552	BUIST  AVE	19740	B	4	Conventional	0.00109649
1256	200554	BUIST  AVE	19740	B	4	Conventional	0.000681305
1257	200566	BUIST  AVE	19740	B	4	Conventional	0.000586118
1258	220263	W  PASSYUNK  AVE	63240	B	3	Conventional	0.007247623
1259	220057	S  70TH  ST	89330	B	3	Conventional	0.003721042
1260	200560	BUIST  AVE	19740	B	4	Conventional	0.000534827
1261	200561	BUIST  AVE	19740	B	4	Conventional	0.00059335
1262	200562	BUIST  AVE	19740	B	4	Conventional	0.001736719
1263	200563	BUIST  AVE	19740	B	4	Conventional	0.001726546
1264	100003	BARTRAM  AVE	16120	B	2	Conventional	0.00283244
1265	323015	UNIVERSITY  AVE	78920	B	2	Conventional	0.001655313
1266	320123	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001585395
1267	300064	S  57TH  ST	88960	B	3	Conventional	0.00054203
1268	400847	SPRUCE  ST	73960	B	3	Conventional	0.000576338
1269	400561	SPRUCE  ST	73960	B	3	Conventional	0.000737284
1270	300314	S  58TH  ST	88980	TF	4	Paint Buffered	0.00022558
1271	300313	S  58TH  ST	88980	TF	4	Paint Buffered	0.000243256
1272	300662	S  57TH  ST	88960	B	3	Conventional	0.000455269
1273	300630	COBBS CREEK  PKWY	24060	B	2	Conventional	0.000665051
1274	300629	COBBS CREEK  PKWY	24060	B	2	Conventional	0.000759765
1275	300071	S  57TH  ST	88960	B	3	Conventional	0.000472164
1276	300661	S  57TH  ST	88960	B	3	Conventional	0.000570066
1277	300659	S  57TH  ST	88960	B	3	Conventional	0.000559819
1278	420974	SPRUCE  ST	73960	B	3	Conventional	0.001005162
1279	420980	SPRUCE  ST	73960	B	3	Conventional	0.000987432
1280	300142	BALTIMORE  AVE	15620	B	2	Conventional	0.000206533
1281	300139	BALTIMORE  AVE	15620	B	2	Conventional	0.001305356
1282	300150	WHITBY  AVE	82840	B	3	Conventional	0.000882484
1283	322607	BALTIMORE  AVE	15620	B	2	Conventional	0.000676234
1284	322606	BALTIMORE  AVE	15620	B	2	Conventional	0.001416023
1285	323042	FLORENCE  AVE	34520	B	4	Conventional	0.000603087
1286	323041	FLORENCE  AVE	34520	B	4	Conventional	0.000491149
1287	323065	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000574615
1288	320302	WOODLAND  AVE	84480	B	3	Conventional	0.000546376
1289	320301	WOODLAND  AVE	84480	B	3	Conventional	0.00069358
1290	320377	WOODLAND  AVE	84480	B	3	Conventional	0.00153696
1291	320378	WOODLAND  AVE	84480	B	3	Conventional	0.000824666
1292	320648	WOODLAND  AVE	84480	B	3	Conventional	0.000804442
1293	320647	WOODLAND  AVE	84480	B	3	Conventional	0.000590011
1294	320379	WOODLAND  AVE	84480	B	3	Conventional	0.000683271
1295	320562	KINGSESSING  AVE	47780	B	4	Conventional	0.000459777
1296	320563	KINGSESSING  AVE	47780	B	4	Conventional	0.000569703
1297	320161	BALTIMORE  AVE	15620	B	2	Conventional	0.000467024
1298	320127	BALTIMORE  AVE	15620	B	2	Conventional	0.000832808
1299	320122	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000605133
1300	320126	BALTIMORE  AVE	15620	B	2	Conventional	0.000836682
1301	320084	BALTIMORE  AVE	15620	B	2	Conventional	0.002022318
1302	320060	S  44TH  ST	88670	FT	4	Conventional	0.000859164
1303	320072	S  43RD  ST	88650	TF	4	Conventional	0.000337061
1304	320405	GRAYS FERRY  AVE	38340	B	2	Conventional	0.001012916
1305	320404	S  47TH  ST	88730	TF	4	Conventional	0.000569973
1306	320271	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000852544
1307	320272	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000840476
1308	320270	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000700122
1309	320269	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000691216
1310	323053	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000594046
1311	323054	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000231709
1312	320278	KINGSESSING  AVE	47780	B	4	Conventional	0.001593977
1313	320277	KINGSESSING  AVE	47780	B	4	Conventional	0.001579177
1314	320224	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001539935
1315	320230	S  48TH  ST	88750	B	4	Conventional	0.000728011
1316	320223	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001595466
1317	320209	S  48TH  ST	88750	B	4	Conventional	0.000921424
1318	320208	S  48TH  ST	88750	B	4	Conventional	0.000900889
1319	320207	S  48TH  ST	88750	B	4	Conventional	0.0008717
1320	300153	BALTIMORE  AVE	15620	B	2	Conventional	0.002399716
1321	300771	THOMAS  AVE	77100	B	4	Conventional	0.000700048
1322	300772	THOMAS  AVE	77100	B	4	Conventional	0.000733985
1323	100004	BARTRAM  AVE	16120	B	2	Conventional	0.00037437
1324	400583	SPRUCE  ST	73960	B	3	Conventional	0.001103627
1325	400582	SPRUCE  ST	73960	B	3	Conventional	0.0006969
1326	400615	SPRUCE  ST	73960	B	3	Conventional	0.000558489
1327	540672	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000830321
1328	540691	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000278766
1329	540726	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000284215
1330	541190	ARAMINGO  AVE	12900	B	2	Conventional	0.001408197
1331	541088	ARAMINGO  AVE	12900	B	2	Conventional	0.000341419
1332	541061	ARAMINGO  AVE	12900	B	2	Conventional	0.000986836
1333	541001	ARAMINGO  AVE	12900	B	2	Conventional	0.002593415
1334	540838	ARAMINGO  AVE	12900	B	2	Conventional	0.002591852
1335	642510	CASTOR  AVE	21880	B	2	Conventional	0.001850908
1336	541400	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.00063421
1337	541455	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000533154
1338	540668	ARAMINGO  AVE	12900	B	2	Conventional	0.0025959
1339	642492	ARAMINGO  AVE	12900	B	2	Conventional	0.002770781
1340	540503	ARAMINGO  AVE	12900	B	2	Conventional	0.002759801
1341	560015	CASTOR  AVE	21880	B	2	Conventional	0.001054712
1342	560030	CASTOR  AVE	21880	B	2	Conventional	0.002073958
1343	560036	CASTOR  AVE	21880	B	2	Conventional	0.000730924
1344	560042	CASTOR  AVE	21880	B	2	Conventional	0.000848531
1345	560049	CASTOR  AVE	21880	B	2	Conventional	0.000841288
1346	560115	CASTOR  AVE	21880	B	4	Conventional	0.001217502
1347	560007	CASTOR  AVE	21880	B	4	Conventional	0.004933272
1348	542108	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000643489
1349	542078	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000667557
1350	240122	S  4TH  ST	87880	FT	4	Conventional	0.000525342
1351	240075	OREGON  AVE	61560	B	2	Conventional	0.000264695
1352	240076	OREGON  AVE	61560	B	2	Conventional	0.000781256
1353	240074	OREGON  AVE	61560	B	2	Conventional	0.000351842
1354	240073	OREGON  AVE	61560	B	2	Conventional	0.000191114
1355	240131	S  4TH  ST	87880	FT	4	Conventional	0.001425447
1356	240119	S  4TH  ST	87880	FT	4	Conventional	0.000752058
1357	341854	S  4TH  ST	87880	FT	4	Conventional	0.000442147
1358	341792	S  4TH  ST	87880	FT	4	Conventional	0.000444173
1359	341791	S  4TH  ST	87880	FT	4	Conventional	0.000452796
1360	341851	S  4TH  ST	87880	FT	4	Conventional	0.000454781
1361	341793	S  4TH  ST	87880	FT	4	Conventional	0.000380824
1362	341852	S  4TH  ST	87880	FT	4	Conventional	0.000437962
1363	341853	S  4TH  ST	87880	FT	4	Conventional	0.000395925
1364	341506	SNYDER  AVE	73220	B	2	Conventional	0.000553342
1365	220755	ELMWOOD  AVE	31480	B	4	Conventional	0.001037368
1366	220752	ELMWOOD  AVE	31480	B	4	Conventional	0.000458984
1367	220745	ELMWOOD  AVE	31480	B	4	Conventional	0.000622105
1368	320468	ELMWOOD  AVE	31480	B	4	Conventional	0.000538934
1369	320474	ELMWOOD  AVE	31480	B	4	Conventional	8.53E-05
1370	322728	ELMWOOD  AVE	31480	B	4	Conventional	0.002285964
1371	323344	ELMWOOD  AVE	31480	B	4	Conventional	7.20E-05
1372	320473	ELMWOOD  AVE	31480	B	4	Conventional	0.000541992
1373	220261	S  61ST  ST	89040	B	3	Conventional	0.012819024
1374	220696	S  61ST  ST	89040	B	3	Conventional	0.001077319
1375	220691	S  61ST  ST	89040	B	3	Conventional	0.000713222
1376	300458	KINGSESSING  AVE	47780	B	4	Conventional	0.001257068
1377	300279	KINGSESSING  AVE	47780	B	4	Conventional	0.001793554
1378	300906	KINGSESSING  AVE	47780	B	4	Conventional	7.05E-05
1379	300274	KINGSESSING  AVE	47780	B	4	Conventional	0.001250035
1380	300484	S  59TH  ST	89000	B	4	Sharrow	0.000842119
1381	300485	FLORENCE  AVE	34520	B	4	Conventional	0.001667437
1382	300261	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001984762
1383	300466	S  59TH  ST	89000	B	5	Sharrow	0.000776676
1384	300468	S  59TH  ST	89000	B	5	Sharrow	0.000784656
1385	300256	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001678634
1386	300252	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000607938
1387	320438	ELMWOOD  AVE	31480	B	4	Conventional	0.001046169
1388	320441	ELMWOOD  AVE	31480	B	4	Conventional	0.000626817
1389	322721	S  49TH  ST	88770	B	2	Conventional	0.001807833
1390	320597	WOODLAND  AVE	84480	B	3	Conventional	0.00058128
1391	323342	WOODLAND  AVE	84480	B	3	Conventional	7.48E-05
1392	320618	WOODLAND  AVE	84480	B	3	Conventional	0.000443996
1393	320630	KINGSESSING  AVE	47780	B	4	Conventional	0.001665949
1394	320561	KINGSESSING  AVE	47780	B	4	Conventional	0.000652687
1395	320560	KINGSESSING  AVE	47780	B	4	Conventional	0.000586998
1396	320559	KINGSESSING  AVE	47780	B	4	Conventional	0.000526033
1397	320558	KINGSESSING  AVE	47780	B	4	Conventional	0.000566567
1398	323059	SPRINGFIELD  AVE	73900	B	3	Conventional	0.001673529
1399	323063	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000572932
1400	323064	SPRINGFIELD  AVE	73900	B	3	Conventional	0.000527554
1401	320525	KINGSESSING  AVE	47780	B	4	Conventional	0.000471909
1402	320524	KINGSESSING  AVE	47780	B	4	Conventional	0.000599392
1403	320523	KINGSESSING  AVE	47780	B	4	Conventional	0.000647219
1404	320522	KINGSESSING  AVE	47780	B	4	Conventional	0.000554197
1405	320527	KINGSESSING  AVE	47780	B	4	Conventional	0.00167606
1406	320526	KINGSESSING  AVE	47780	B	4	Conventional	0.00059985
1407	320528	KINGSESSING  AVE	47780	B	4	Conventional	0.000614904
1408	300326	KINGSESSING  AVE	47780	B	4	Conventional	0.000240138
1409	300322	KINGSESSING  AVE	47780	B	4	Conventional	0.000391353
1410	320607	WOODLAND  AVE	84480	B	3	Conventional	0.000596845
1411	320615	WOODLAND  AVE	84480	B	3	Conventional	0.001116072
1412	320612	WOODLAND  AVE	84480	B	3	Conventional	0.000556491
1413	320376	WOODLAND  AVE	84480	B	3	Conventional	0.000540042
1414	320375	WOODLAND  AVE	84480	B	3	Conventional	0.000963953
1415	320353	KINGSESSING  AVE	47780	B	4	Conventional	0.000707292
1416	320352	KINGSESSING  AVE	47780	B	4	Conventional	0.000688683
1417	320282	KINGSESSING  AVE	47780	B	4	Conventional	0.001516935
1418	320138	BALTIMORE  AVE	15620	B	2	Conventional	0.002127669
1419	320206	S  48TH  ST	88750	B	4	Conventional	0.000902533
1420	320166	S  48TH  ST	88750	B	3	Conventional	0.000460934
1421	320167	BALTIMORE  AVE	15620	B	2	Conventional	0.002012204
1422	420981	SPRUCE  ST	73960	B	3	Conventional	0.00096366
1423	320034	S  48TH  ST	88750	B	3	Conventional	0.000787089
1424	420985	SPRUCE  ST	73960	B	3	Conventional	0.000997937
1425	420995	S  48TH  ST	88750	B	3	Conventional	0.001082103
1426	420990	SPRUCE  ST	73960	B	3	Conventional	0.002015312
1427	420994	SPRUCE  ST	73960	B	3	Conventional	0.001008258
1428	420996	SPRUCE  ST	73960	B	3	Conventional	0.000992591
1429	420997	SPRUCE  ST	73960	B	3	Conventional	0.000882959
1430	420999	SPRUCE  ST	73960	B	3	Conventional	0.00110879
1431	421005	SPRUCE  ST	73960	B	3	Conventional	0.001296248
1432	422063	SPRUCE  ST	73960	B	3	Conventional	0.001631996
1433	421015	SPRUCE  ST	73960	B	3	Conventional	0.002518268
1434	421017	S  40TH  ST	88590	FT	4	Conventional	0.000552798
1435	320092	S  40TH  ST	88590	FT	4	Conventional	0.00053152
1436	300212	WHITBY  AVE	82840	B	3	Conventional	0.000916149
1437	300191	WHITBY  AVE	82840	B	3	Conventional	0.000548921
1438	300182	WHITBY  AVE	82840	B	3	Conventional	0.000647422
1439	300185	WHITBY  AVE	82840	B	3	Conventional	0.000482636
1440	300204	WHITBY  AVE	82840	B	3	Conventional	0.001679453
1441	300745	THOMAS  AVE	77100	B	4	Conventional	0.000766464
1442	300317	THOMAS  AVE	77100	B	4	Conventional	0.000149908
1443	300196	THOMAS  AVE	77100	B	4	Conventional	0.000357357
1444	300189	THOMAS  AVE	77100	B	4	Conventional	0.001668836
1445	300192	THOMAS  AVE	77100	B	4	Conventional	0.00056744
1446	300155	BALTIMORE  AVE	15620	B	2	Conventional	0.000777857
1447	300687	BALTIMORE  AVE	15620	B	2	Conventional	0.000709786
1448	322814	LINDBERGH  BLVD	50820	B	2	Conventional	0.001057377
1449	200600	ISLAND  AVE	45120	FT	2	Paint Buffered	0.008689766
1450	200568	BUIST  AVE	19740	B	4	Conventional	0.000345684
1451	200781	BUIST  AVE	19740	B	4	Conventional	0.000205916
1452	322843	KINGSESSING  AVE	47780	B	4	Conventional	0.000628948
1453	200285	MARIO LANZA  BLVD	53490	B	4	Conventional	0.005979235
1454	323366	UNIVERSITY  AVE	78920	B	2	Conventional	0.001219452
1455	320110	UNIVERSITY  AVE	78920	B	2	Conventional	0.000529182
1456	423094	S  33RD  ST	88450	TF	3	Paint Buffered	0.001249536
1457	422359	S  33RD  ST	88450	TF	3	Paint Buffered	0.001668068
1458	423090	S  34TH  ST	88470	FT	2	Conventional	0.000508469
1459	423091	S  34TH  ST	88470	FT	2	Conventional	0.000709768
1460	422150	S  34TH  ST	88470	FT	2	Conventional	0.001199911
1461	423104	SPRUCE  ST	73960	B	3	Conventional	0.002759132
1462	423106	SPRUCE  ST	73960	B	3	Conventional	0.001609493
1463	422062	SPRUCE  ST	73960	B	3	Conventional	0.002299968
1464	642493	CASTOR  AVE	21880	B	2	Conventional	0.001579114
1465	540926	W  LEHIGH  AVE	50000	B	2	Conventional	0.00052686
1466	540934	W  LEHIGH  AVE	50000	B	2	Conventional	0.000543812
1467	540916	W  LEHIGH  AVE	50000	B	2	Conventional	0.000463242
1468	540909	W  LEHIGH  AVE	50000	B	2	Conventional	0.000477016
1469	540958	E  LEHIGH  AVE	49980	B	2	Conventional	0.00193957
1470	540987	E  LEHIGH  AVE	49980	B	2	Conventional	0.001960498
1471	540882	W  LEHIGH  AVE	50000	B	2	Conventional	0.000534053
1472	540889	W  LEHIGH  AVE	50000	B	2	Conventional	0.000459929
1473	540867	W  LEHIGH  AVE	50000	B	2	Conventional	0.000601501
1474	540872	W  LEHIGH  AVE	50000	B	2	Conventional	0.000540876
1475	540901	W  LEHIGH  AVE	50000	B	2	Conventional	0.000458211
1476	540858	W  LEHIGH  AVE	50000	B	2	Conventional	0.000698835
1477	540849	W  LEHIGH  AVE	50000	B	2	Conventional	0.001199895
1478	540996	E  LEHIGH  AVE	49980	B	2	Conventional	0.001094526
1479	541049	E  LEHIGH  AVE	49980	B	2	Conventional	0.000463244
1480	541008	E  LEHIGH  AVE	49980	B	2	Conventional	0.000140053
1481	541097	KENSINGTON  AVE	47420	B	3	Conventional	0.000545647
1482	541147	KENSINGTON  AVE	47420	B	3	Conventional	0.000534345
1483	540655	W  LEHIGH  AVE	50000	B	2	Conventional	0.001588686
1484	540625	W  LEHIGH  AVE	50000	B	2	Conventional	0.001304198
1485	540637	W  LEHIGH  AVE	50000	B	2	Conventional	0.000911601
1486	540674	W  LEHIGH  AVE	50000	B	2	Conventional	0.001588849
1487	540693	W  LEHIGH  AVE	50000	B	2	Conventional	0.00136326
1488	540700	W  LEHIGH  AVE	50000	B	2	Conventional	0.001013017
1489	540712	W  LEHIGH  AVE	50000	B	2	Conventional	0.000799113
1490	540724	W  LEHIGH  AVE	50000	B	2	Conventional	0.000490942
1491	540733	W  LEHIGH  AVE	50000	B	2	Conventional	0.000497157
1492	540744	W  LEHIGH  AVE	50000	B	2	Conventional	0.000648762
1493	540760	W  LEHIGH  AVE	50000	B	2	Conventional	0.000837437
1494	540751	W  LEHIGH  AVE	50000	B	2	Conventional	0.000641876
1495	540774	W  LEHIGH  AVE	50000	B	2	Conventional	0.000831694
1496	540782	W  LEHIGH  AVE	50000	B	2	Conventional	0.000667931
1497	540837	W  LEHIGH  AVE	50000	B	2	Conventional	0.000498821
1498	540827	W  LEHIGH  AVE	50000	B	2	Conventional	0.000512265
1499	540791	W  LEHIGH  AVE	50000	B	2	Conventional	0.000653301
1500	540795	W  LEHIGH  AVE	50000	B	2	Conventional	0.000671587
1501	540822	W  LEHIGH  AVE	50000	B	2	Conventional	0.000916804
1502	540799	W  LEHIGH  AVE	50000	B	2	Conventional	0.000492481
1503	540807	W  LEHIGH  AVE	50000	B	2	Conventional	0.000451473
1504	642140	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000513394
1505	642105	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00065572
1506	642111	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000592429
1507	642132	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000597898
1508	642121	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000481163
1509	642157	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000549273
1510	642146	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000461497
1511	642144	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000464669
1512	642188	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.002896779
1513	641998	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001005775
1514	641958	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001310862
1515	641965	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000919654
1516	641981	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000784263
1517	641974	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00079564
1518	641929	W  SEDGLEY  AVE	71520	B	3	Conventional	0.000316941
1519	640963	W  LYCOMING  ST	52100	B	4	Conventional	0.003208046
1520	640950	N  5TH  ST	87890	B	3	Conventional	0.001629656
