OBJECTID	SEG_ID	STREETNAME	ST_CODE	ONEWAY	CLASS	TYPE	Shape__Length
2459	761348	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.000344962
2460	760133	TORRESDALE  AVE	77600	B	3	Conventional	0.001242714
2461	441850	N  6TH  ST	87910	TF	4	Conventional	0.000336877
2462	441402	N  6TH  ST	87910	TF	4	Conventional	0.000523633
2463	742751	OLD YORK  RD	61300	TF	2	Conventional	0.000689842
2464	742752	OLD YORK  RD	61300	TF	2	Conventional	0.00067005
2465	742750	OLD YORK  RD	61300	TF	2	Conventional	0.000350022
2466	621427	RIDGE  AVE	68280	B	3	Sharrow	0.003749194
2467	700192	HENRY  AVE	41960	B	2	Conventional	0.001448821
2468	700185	RIDGE  AVE	68280	B	3	Sharrow	0.000974594
2469	620060	W  ERIE  AVE	32000	B	3	Conventional	0.000786265
2470	620059	W  ERIE  AVE	32000	B	3	Conventional	0.000790727
2471	620058	W  ERIE  AVE	32000	B	3	Conventional	0.000805373
2472	620057	W  ERIE  AVE	32000	B	3	Conventional	0.000792267
2473	620056	W  ERIE  AVE	32000	B	3	Conventional	0.001591373
2474	620061	W  ERIE  AVE	32000	B	3	Conventional	0.000789635
2475	621218	W  ERIE  AVE	32000	B	3	Conventional	0.00188265
2476	621329	W  ERIE  AVE	32000	TF	3	Conventional	0.000316132
2477	620064	W  ERIE  AVE	32000	B	3	Conventional	0.000735083
2478	620062	W  ERIE  AVE	32000	B	3	Conventional	0.000801649
2479	620067	W  ERIE  AVE	32000	B	3	Conventional	0.000610785
2480	620066	W  ERIE  AVE	32000	B	3	Conventional	0.000177675
2481	620063	W  ERIE  AVE	32000	B	3	Conventional	0.000798758
2482	621216	CLARISSA  ST	23480	B	3	Conventional	0.002597405
2483	620007	CLARISSA  ST	23480	B	3	Conventional	0.000509466
2484	620006	CLARISSA  ST	23480	B	3	Conventional	0.00044014
2485	620005	CLARISSA  ST	23480	B	3	Conventional	0.000367545
2486	441170	S  INDEPENDENCE  MALL	44836	FT	3	Conventional	0.000549885
2487	441174	S  INDEPENDENCE  MALL	44829	TF	3	Conventional	0.000449601
2488	441173	S  INDEPENDENCE  MALL	44829	TF	3	Conventional	0.000501671
2489	441404	N  INDEPENDENCE  MALL	44825	FT	3	Conventional	0.00207241
2490	542589	MEMPHIS  ST	55460	TF	5	Sharrow	0.00065437
2491	542632	MEMPHIS  ST	55460	TF	5	Sharrow	0.0006505
2492	542665	MEMPHIS  ST	55460	TF	5	Sharrow	0.000664096
2493	543370	E  COLUMBIA  AVE	24380	TF	3	Sharrow	0.00102151
2494	543369	BELGRADE  ST	16580	FT	5	Sharrow	0.000539446
2495	543429	E  COLUMBIA  AVE	24380	TF	3	Sharrow	0.000548391
2496	543527	E  COLUMBIA  AVE	24380	TF	3	Sharrow	0.001127278
2497	543355	BELGRADE  ST	16580	FT	5	Sharrow	0.000535057
2498	543327	BELGRADE  ST	16580	FT	5	Sharrow	0.000492768
2499	543204	E  PALMER  ST	62820	FT	4	Sharrow	0.000687764
2500	543216	E  PALMER  ST	62820	FT	4	Sharrow	0.000337132
2501	542918	TULIP  ST	78020	FT	5	Sharrow	0.000447411
2502	543112	MEMPHIS  ST	55460	TF	5	Sharrow	0.000712946
2503	543042	MEMPHIS  ST	55460	TF	5	Sharrow	7.51E-05
2504	543021	MEMPHIS  ST	55460	TF	5	Sharrow	0.000448307
2505	542965	MEMPHIS  ST	55460	TF	5	Sharrow	0.000446482
2506	542827	TULIP  ST	78020	FT	5	Sharrow	0.000614277
2507	543431	MARLBOROUGH  ST	53660	FT	4	Sharrow	0.000834501
2508	543388	BELGRADE  ST	16580	FT	5	Sharrow	0.000685295
2509	543430	BELGRADE  ST	16580	FT	5	Sharrow	0.000713367
2510	542640	W  BERKS  ST	17200	B	4	Conventional	0.001260697
2511	542661	W  BERKS  ST	17200	B	4	Conventional	0.000544594
2512	542648	W  BERKS  ST	17200	B	4	Conventional	0.00059262
2513	542644	W  BERKS  ST	17200	B	4	Conventional	0.000696424
2514	542687	W  BERKS  ST	17200	B	4	Conventional	0.00046421
2515	542679	W  BERKS  ST	17200	B	4	Conventional	0.000463711
2516	860080	WELSH  RD	82240	B	3	Conventional	0.001635799
2517	960208	VERREE  RD	79980	B	2	Conventional	0.000870547
2518	960203	VERREE  RD	79980	B	2	Conventional	0.000867646
2519	960198	VERREE  RD	79980	B	2	Conventional	0.000873936
2520	860131	VERREE  RD	79980	B	2	Conventional	0.001736941
2521	860003	VERREE  RD	79980	B	2	Conventional	0.000867091
2522	960217	VERREE  RD	79980	B	2	Conventional	0.000865803
2523	960222	VERREE  RD	79980	B	2	Conventional	0.000855833
2524	860136	VERREE  RD	79980	B	2	Conventional	0.000788087
2525	840441	ROCKWELL  AVE	69060	B	4	Conventional	0.001275512
2526	1060115	BARTLETT  ST	16080	FT	5	Conventional	0.001216123
2527	1060116	BARTLETT  ST	16080	FT	5	Conventional	0.00106201
2528	1060506	VERREE  RD	79980	B	2	Conventional	0.001437093
2529	1060505	VERREE  RD	79980	B	2	Conventional	0.001749982
2530	1060517	VERREE  RD	79980	B	2	Conventional	0.003109685
2531	960028	VERREE  RD	79980	B	2	Conventional	0.001848058
2532	960061	VERREE  RD	79980	B	2	Conventional	0.001006563
2533	960054	VERREE  RD	79980	B	2	Conventional	0.003266757
2534	860233	LORETTO  AVE	51660	B	4	Conventional	0.000826957
2535	860220	SUMMERDALE  AVE	75420	B	4	Conventional	0.00088807
2536	860203	SUMMERDALE  AVE	75420	B	4	Conventional	0.00081823
2537	860250	SUMMERDALE  AVE	75420	B	4	Conventional	0.000702839
2538	860273	LORETTO  AVE	51660	B	4	Conventional	0.00079341
2539	860261	LORETTO  AVE	51660	B	4	Conventional	0.000816551
2540	860232	SUMMERDALE  AVE	75420	B	4	Conventional	0.000824386
2541	860241	SUMMERDALE  AVE	75420	B	4	Conventional	0.000666158
2542	860271	SUMMERDALE  AVE	75420	B	4	Conventional	0.001014512
2543	860259	SUMMERDALE  AVE	75420	B	4	Conventional	0.001010732
2544	960184	VERREE  RD	79980	B	2	Conventional	0.001043381
2545	960107	BLOOMFIELD  AVE	17980	B	3	Conventional	0.003977797
2546	960350	LOTT  AVE	51740	B	4	Conventional	0.001011864
2547	960354	LOTT  AVE	51740	B	4	Conventional	0.000934375
2548	960356	LOTT  AVE	51740	B	4	Conventional	0.000912165
2549	960388	LOTT  AVE	51740	B	4	Conventional	0.000948263
2550	960349	LOTT  AVE	51740	B	4	Conventional	0.001250194
2551	960357	BUSTLETON  AVE	20020	B	2	Conventional	0.001211713
2552	960389	LOTT  AVE	51740	B	4	Conventional	0.000944359
2553	960396	LOTT  AVE	51740	B	4	Conventional	0.000903464
2554	960393	LOTT  AVE	51740	B	4	Conventional	0.000953803
2555	960390	LOTT  AVE	51740	B	4	Conventional	0.000892631
2556	1060515	VERREE  RD	79980	B	2	Conventional	0.002174347
2557	1060680	JAMISON  AVE	45860	B	4	Conventional	0.001377728
2558	1060682	TOMLINSON  RD	77540	B	4	Conventional	0.00072286
2559	960467	HALDEMAN  AVE	39980	B	3	Conventional	0.002621092
2560	960769	BLOOMFIELD  AVE	17980	B	3	Conventional	0.002272858
2561	960768	BLOOMFIELD  AVE	17980	B	3	Conventional	0.001190336
2562	960101	BLOOMFIELD  AVE	17980	B	3	Conventional	0.00240979
2563	960106	VERREE  RD	79980	B	2	Conventional	0.001741893
2564	840442	ROCKWELL  AVE	69060	B	4	Conventional	0.000571453
2565	1060516	VERREE  RD	79980	B	2	Conventional	0.002140289
2566	1060507	BUSTLETON  AVE	20020	B	2	Conventional	0.002355278
2567	860283	LORETTO  AVE	51660	B	4	Conventional	0.000806227
2568	860306	LORETTO  AVE	51660	B	4	Conventional	0.000879093
2569	860294	LORETTO  AVE	51660	B	4	Conventional	0.000918165
2570	840388	VERREE  RD	79980	B	2	Conventional	0.000869092
2571	840390	HARTEL  AVE	40960	B	4	Conventional	0.001801184
2572	840391	VERREE  RD	79980	B	2	Conventional	0.000857849
2573	840389	VERREE  RD	79980	B	2	Conventional	0.000865253
2574	840380	VERREE  RD	79980	B	2	Conventional	0.001097351
2575	840377	VERREE  RD	79980	B	2	Conventional	0.000782498
2576	840376	VERREE  RD	79980	B	2	Conventional	0.000901492
2577	840378	VERREE  RD	79980	B	2	Conventional	0.000762863
2578	840395	VERREE  RD	79980	B	2	Conventional	0.000934349
2579	840387	HARTEL  AVE	40960	B	4	Conventional	0.000733747
2580	840386	HARTEL  AVE	40960	B	4	Conventional	0.001580682
2581	840444	ROCKWELL  AVE	69060	B	4	Conventional	0.001755275
2582	840443	ROCKWELL  AVE	69060	B	4	Conventional	0.001803153
2583	1060684	TOMLINSON  RD	77540	B	4	Conventional	0.000829836
2584	1060686	TOMLINSON  RD	77540	B	4	Conventional	0.001422903
2585	1060683	JAMISON  AVE	45860	B	4	Conventional	0.00211351
2586	960534	LOTT  AVE	51740	B	4	Conventional	0.000201637
2587	960535	LOTT  AVE	51740	B	4	Conventional	0.000196699
2588	960351	BUSTLETON  AVE	20020	B	2	Conventional	0.001716714
2589	960436	BUSTLETON  AVE	20020	B	2	Conventional	0.001669824
2590	960431	BUSTLETON  AVE	20020	B	2	Conventional	0.002839663
2591	960504	WELSH  RD	82240	B	3	Conventional	0.002113737
2592	960500	WELSH  RD	82240	B	3	Conventional	0.002707711
2593	960502	WELSH  RD	82240	B	3	Conventional	0.000464812
2594	1060621	RENNARD  ST	67960	B	4	Conventional	0.001165425
2595	1060624	RENNARD  ST	67960	B	4	Conventional	0.001724441
2596	1060623	RENNARD  ST	67960	B	4	Conventional	0.001203945
2597	1060510	RED LION  RD	67640	B	2	Conventional	0.001011025
2598	1060511	RED LION  RD	67640	B	2	Conventional	0.00107025
2599	1060565	RED LION  RD	67640	B	2	Conventional	0.004848595
2600	1060509	RED LION  RD	67640	B	2	Conventional	0.002525459
2601	1060504	VERREE  RD	79980	B	2	Conventional	0.002223795
2602	1060503	VERREE  RD	79980	B	2	Conventional	0.000633365
2603	1060512	VERREE  RD	79980	B	2	Conventional	0.001557597
2604	1060540	RED LION  RD	67640	B	2	Conventional	0.001138829
2605	1060541	RED LION  RD	67640	B	2	Conventional	0.000332037
2606	1060548	RED LION  RD	67640	B	2	Conventional	0.001107632
2607	1060570	HALDEMAN  AVE	39980	B	3	Conventional	0.004006652
2608	1060549	RED LION  RD	67640	B	2	Conventional	0.000834872
2609	1060551	RED LION  RD	67640	B	2	Conventional	0.003514963
2610	960375	BUSTLETON  AVE	20020	B	2	Conventional	0.001661916
2611	960361	BUSTLETON  AVE	20020	B	2	Conventional	0.000517716
2612	960366	BUSTLETON  AVE	20020	B	2	Conventional	0.000621345
2613	960416	GRANT  AVE	38120	B	2	Conventional	0.001897606
2614	960423	GRANT  AVE	38120	B	2	Conventional	0.00089887
2615	960422	GRANT  AVE	38120	B	2	Conventional	0.000852998
2616	960499	GRANT  AVE	38120	B	2	Paint Buffered	0.001915306
2617	960531	GRANT  AVE	38120	B	2	Conventional	0.000205351
2618	960532	GRANT  AVE	38120	B	2	Conventional	0.000194205
2619	960533	GRANT  AVE	38120	B	2	Conventional	0.000181114
2620	960498	GRANT  AVE	38120	B	2	Paint Buffered	0.003527453
2621	960421	GRANT  AVE	38120	B	2	Conventional	0.000929586
2622	960419	GRANT  AVE	38120	B	2	Conventional	0.000943187
2623	960385	GRANT  AVE	38120	B	2	Conventional	0.001850332
2624	960381	GRANT  AVE	38120	B	2	Conventional	0.000887281
2625	960379	GRANT  AVE	38120	B	2	Conventional	0.001396099
2626	860805	WELSH  RD	82240	B	3	Conventional	0.000786339
2627	960301	BUSTLETON  AVE	20020	B	2	Conventional	0.000830171
2628	960608	BUSTLETON  AVE	20020	B	2	Conventional	0.003340355
2629	860006	BUSTLETON  AVE	20020	B	2	Conventional	0.001883108
2630	960229	BUSTLETON  AVE	20020	B	2	Conventional	0.000865189
2631	860217	BUSTLETON  AVE	20020	B	2	Conventional	0.000436767
2632	860196	BUSTLETON  AVE	20020	B	2	Conventional	0.001333103
2633	860235	CASTOR  AVE	21880	B	3	Sharrow	0.002058183
2634	860210	BUSTLETON  AVE	20020	B	2	Conventional	0.001205501
2635	860288	CASTOR  AVE	21880	B	3	Sharrow	0.000833273
2636	860300	CASTOR  AVE	21880	B	3	Sharrow	0.000841613
2637	860279	CASTOR  AVE	21880	B	3	Sharrow	0.000826944
2638	860588	CASTOR  AVE	21880	B	3	Sharrow	0.000844009
2639	860308	CASTOR  AVE	21880	B	3	Sharrow	0.000878616
2640	1060617	RENNARD  ST	67960	B	4	Conventional	0.001313495
2641	1060616	RENNARD  ST	67960	B	4	Conventional	0.000969571
2642	1060618	RENNARD  ST	67960	B	4	Conventional	0.001050075
2643	1060632	RENNARD  ST	67960	B	4	Conventional	0.000826523
2644	1060620	RENNARD  ST	67960	B	4	Conventional	0.000929668
2645	1060633	RENNARD  ST	67960	B	4	Conventional	0.002609356
2646	1060635	RENNARD  ST	67960	B	4	Conventional	0.001032681
2647	1060646	RENNARD  ST	67960	B	4	Conventional	0.000937416
2648	1060642	RENNARD  ST	67960	B	4	Conventional	0.001224699
2649	1060638	RENNARD  ST	67960	B	4	Conventional	0.000949182
2650	1060640	RENNARD  ST	67960	B	4	Conventional	0.000895179
2651	1060644	RENNARD  ST	67960	B	4	Conventional	0.001207948
2652	1060647	RENNARD  ST	67960	B	4	Conventional	0.000164039
2653	960449	BUSTLETON  AVE	20020	B	2	Conventional	0.000672695
2654	960448	HALDEMAN  AVE	39980	B	3	Conventional	0.003395486
2655	1060508	BUSTLETON  AVE	20020	B	2	Conventional	0.002404144
2656	960640	BUSTLETON  AVE	20020	B	2	Conventional	0.004069554
2657	1060677	JAMISON  AVE	45860	B	4	Conventional	0.000912176
2658	1060681	TOMLINSON  RD	77540	B	4	Conventional	0.001770884
2659	840362	ROCKWELL  AVE	69060	B	4	Conventional	0.001467248
2660	840393	ROCKWELL  AVE	69060	B	4	Conventional	0.003072232
2661	860024	DUNGAN  RD	29475	B	4	Conventional	0.002158191
2662	860239	DUNGAN  RD	29475	B	4	Conventional	0.004053383
2663	960294	BUSTLETON  AVE	20020	B	2	Conventional	0.001041986
2664	960623	BUSTLETON  AVE	20020	B	2	Conventional	0.002379818
2665	960289	BUSTLETON  AVE	20020	B	2	Conventional	0.002988612
2666	960283	BUSTLETON  AVE	20020	B	2	Conventional	0.001336977
2667	1060678	JAMISON  AVE	45860	B	4	Conventional	0.000866532
2668	1060702	JAMISON  AVE	45860	B	4	Conventional	0.000821423
2669	960399	LOTT  AVE	51740	B	4	Conventional	0.000834664
2670	1060117	FENWICK  RD	33835	FT	5	Conventional	0.00134743
2671	960248	BUSTLETON  AVE	20020	B	2	Conventional	0.000844052
2672	760162	TORRESDALE  AVE	77600	B	3	Conventional	0.000926457
2673	761533	BROUS  AVE	19380	B	4	Conventional	0.00052751
2674	761534	BROUS  AVE	19380	B	4	Conventional	0.000561174
2675	861176	BROUS  AVE	19380	B	4	Conventional	0.001769692
2676	760146	TORRESDALE  AVE	77600	B	3	Conventional	0.000604313
2677	861121	WELSH  RD	82240	B	3	Conventional	0.001105464
2678	760152	TORRESDALE  AVE	77600	B	3	Conventional	0.001268339
2679	761031	TYSON  AVE	78240	B	3	Conventional	0.000690797
2680	760139	TORRESDALE  AVE	77600	B	3	Conventional	0.000690539
2681	760142	TORRESDALE  AVE	77600	B	3	Conventional	0.000615955
2682	760143	TORRESDALE  AVE	77600	B	3	Conventional	0.000533209
2683	760144	TORRESDALE  AVE	77600	B	3	Conventional	0.00061349
2684	760145	TORRESDALE  AVE	77600	B	3	Conventional	0.000664448
2685	760140	TORRESDALE  AVE	77600	B	3	Conventional	0.000606865
2686	760141	TORRESDALE  AVE	77600	B	3	Conventional	0.000686685
2687	760137	TORRESDALE  AVE	77600	B	3	Conventional	0.000601469
2688	760138	TORRESDALE  AVE	77600	B	3	Conventional	0.000691283
2689	760136	TORRESDALE  AVE	77600	B	3	Conventional	0.000655454
2690	760135	TORRESDALE  AVE	77600	B	3	Conventional	0.000666043
2691	780016	TORRESDALE  AVE	77600	B	3	Conventional	0.000909196
2692	780017	TORRESDALE  AVE	77600	B	3	Conventional	0.000678971
2693	780018	TORRESDALE  AVE	77600	B	3	Conventional	0.000653067
2694	761347	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.000666665
2695	761346	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.002035497
2696	760502	FRANKFORD  AVE	34960	B	2	Conventional	0.00029936
2697	761532	BROUS  AVE	19380	B	4	Conventional	0.000582284
2698	760156	TORRESDALE  AVE	77600	B	3	Conventional	0.002056947
2699	760155	TORRESDALE  AVE	77600	B	3	Conventional	0.002055185
2700	760149	TORRESDALE  AVE	77600	B	3	Conventional	0.001234534
2701	760147	TORRESDALE  AVE	77600	B	3	Conventional	0.001765704
2702	760148	TORRESDALE  AVE	77600	B	3	Conventional	0.001688184
2703	761402	RYAN  AVE	70060	B	3	Paint Buffered	0.001495779
2704	760157	TORRESDALE  AVE	77600	B	3	Conventional	0.001851176
2705	760158	TORRESDALE  AVE	77600	B	3	Conventional	0.001974852
2706	861179	BROUS  AVE	19380	B	4	Conventional	0.001353608
2707	861200	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.001294444
2708	861192	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.001316244
2709	761495	TYSON  AVE	78240	B	3	Paint Buffered	0.001856957
2710	861194	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.002502365
2711	761038	TYSON  AVE	78240	B	3	Paint Buffered	0.001586887
2712	761499	TYSON  AVE	78240	B	3	Paint Buffered	0.001860743
2713	760134	TORRESDALE  AVE	77600	B	3	Conventional	0.000604504
2714	880443	TORRESDALE  AVE	77600	B	3	Conventional	0.000913878
2715	880438	TORRESDALE  AVE	77600	B	3	Conventional	0.000894761
2716	880367	TORRESDALE  AVE	77600	B	3	Conventional	0.001137386
2717	880366	TORRESDALE  AVE	77600	B	3	Conventional	0.001325712
2718	880441	ENFIELD  AVE	31800	B	5	Conventional	0.002076189
2719	761044	TYSON  AVE	78240	B	3	Conventional	0.000679748
2720	761043	TYSON  AVE	78240	B	3	Conventional	0.000687027
2721	761042	TYSON  AVE	78240	B	3	Conventional	0.00068081
2722	761040	TYSON  AVE	78240	B	3	Conventional	0.000881209
2723	761039	TYSON  AVE	78240	B	3	Conventional	0.000991195
2724	761047	TYSON  AVE	78240	B	3	Conventional	0.000683355
2725	761050	TYSON  AVE	78240	B	3	Conventional	0.000672005
2726	761049	TYSON  AVE	78240	B	3	Conventional	0.00068747
2727	760153	TORRESDALE  AVE	77600	B	3	Conventional	0.001227413
2728	760154	TORRESDALE  AVE	77600	B	3	Conventional	0.001656576
2729	760150	TORRESDALE  AVE	77600	B	3	Sharrow	0.001283365
2730	760151	TORRESDALE  AVE	77600	B	3	Conventional	0.002394891
2731	760161	TORRESDALE  AVE	77600	B	3	Conventional	0.002200429
2732	760160	TORRESDALE  AVE	77600	B	3	Conventional	0.002205242
2733	760159	TORRESDALE  AVE	77600	B	3	Sharrow	0.002202655
2734	760503	FRANKFORD  AVE	34960	B	2	Conventional	0.002593372
2735	760582	OXFORD  AVE	62080	B	3	Conventional	0.001253366
2736	760581	OXFORD  AVE	62080	B	3	Conventional	0.000905086
2737	761329	OXFORD  AVE	62080	B	3	Conventional	0.000829589
2738	761328	OXFORD  AVE	62080	B	3	Conventional	0.000906155
2739	761334	OXFORD  AVE	62080	B	3	Conventional	0.000430058
2740	761700	OXFORD  AVE	62080	B	3	Conventional	0.000940726
2741	761696	OXFORD  AVE	62080	B	3	Conventional	0.001466953
2742	760009	FRANKFORD  AVE	34960	B	2	Conventional	0.001467273
2743	761353	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.001203832
2744	761350	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.000701097
2745	761352	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.00069903
2746	761351	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.00069804
2747	761345	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.000831226
2748	761535	BROUS  AVE	19380	B	4	Conventional	0.00178343
2749	761489	TYSON  AVE	78240	B	3	Paint Buffered	0.001871303
2750	761530	TYSON  AVE	78240	B	3	Paint Buffered	0.001846094
2751	761419	BROUS  AVE	19380	B	4	Conventional	0.000971461
2752	761421	BROUS  AVE	19380	B	4	Conventional	0.001737469
2753	860040	SUMMERDALE  AVE	75420	B	4	Conventional	0.000859985
2754	861183	BROUS  AVE	19380	B	4	Conventional	0.001289405
2755	760752	LORETTO  AVE	51660	B	4	Conventional	0.001711073
2756	760750	LORETTO  AVE	51660	B	4	Conventional	0.000292061
2757	760749	LORETTO  AVE	51660	B	4	Conventional	0.000246889
2758	761867	TYSON  AVE	78240	B	3	Conventional	0.002361728
2759	860525	LORETTO  AVE	51660	B	4	Conventional	0.000876067
2760	860534	LORETTO  AVE	51660	B	4	Conventional	0.00085594
2761	860543	LORETTO  AVE	51660	B	4	Conventional	0.000897563
2762	860562	TYSON  AVE	78240	B	3	Conventional	0.00184132
2763	861047	LEXINGTON  AVE	50620	B	4	Conventional	0.004114697
2764	861049	LEXINGTON  AVE	50620	TF	4	Conventional	0.00044529
2765	761869	TYSON  AVE	78240	B	3	Paint Buffered	0.000166176
2766	761871	TYSON  AVE	78240	B	3	Paint Buffered	0.000155871
2767	761870	TYSON  AVE	78240	B	3	Paint Buffered	0.00037397
2768	761868	TYSON  AVE	78240	B	3	Conventional	0.001468278
2769	860767	BLEIGH  AVE	17900	TF	4	Conventional	0.001947919
2770	860064	BLEIGH  AVE	17900	TF	4	Conventional	0.001002962
2771	860766	BLEIGH  AVE	17900	TF	4	Conventional	0.001862189
2772	760751	LORETTO  AVE	51660	B	4	Conventional	0.0017119
2773	860544	TYSON  AVE	78240	B	3	Conventional	0.002317199
2774	860554	LORETTO  AVE	51660	B	4	Conventional	0.000853677
2775	860565	LORETTO  AVE	51660	B	4	Conventional	0.000789981
2776	762353	LORETTO  AVE	51660	B	4	Conventional	0.000274884
2777	760748	LORETTO  AVE	51660	B	4	Conventional	0.00027922
2778	760747	LORETTO  AVE	51660	B	4	Conventional	0.000888601
2779	860765	BLEIGH  AVE	17900	TF	4	Conventional	0.001648432
2780	860501	LORETTO  AVE	51660	B	4	Conventional	0.00083012
2781	860515	LORETTO  AVE	51660	B	4	Conventional	0.000839988
2782	860507	LORETTO  AVE	51660	B	4	Conventional	0.000867336
2783	860493	LORETTO  AVE	51660	B	4	Conventional	0.000914442
2784	840354	TYSON  AVE	78240	B	3	Conventional	0.001959932
2785	840228	TYSON  AVE	78240	B	3	Conventional	0.002356338
2786	840294	RISING SUN  AVE	68600	B	3	Conventional	0.000815654
2787	840323	RISING SUN  AVE	68600	B	3	Conventional	0.000837826
2788	840292	RISING SUN  AVE	68600	B	3	Conventional	0.00091254
2789	840295	RISING SUN  AVE	68600	B	3	Conventional	0.00177737
2790	840320	RISING SUN  AVE	68600	B	3	Conventional	0.002097376
2791	860046	CASTOR  AVE	21880	B	3	Sharrow	0.000851384
2792	860044	LORETTO  AVE	51660	B	4	Conventional	0.000848615
2793	860330	LORETTO  AVE	51660	B	4	Conventional	0.00087077
2794	860348	LORETTO  AVE	51660	B	4	Conventional	0.000881265
2795	860363	LORETTO  AVE	51660	B	4	Conventional	0.000850346
2796	860377	LORETTO  AVE	51660	B	4	Conventional	0.000853177
2797	860316	SUMMERDALE  AVE	75420	B	4	Conventional	0.000852303
2798	860327	SUMMERDALE  AVE	75420	B	4	Conventional	0.000866466
2799	860347	SUMMERDALE  AVE	75420	B	4	Conventional	0.00089835
2800	860387	CASTOR  AVE	21880	B	3	Sharrow	0.000857071
2801	860400	CASTOR  AVE	21880	B	3	Sharrow	0.000862235
2802	860336	CASTOR  AVE	21880	B	3	Sharrow	0.000829535
2803	860356	CASTOR  AVE	21880	B	3	Sharrow	0.000884924
2804	860370	CASTOR  AVE	21880	B	3	Sharrow	0.000860095
2805	860362	SUMMERDALE  AVE	75420	B	4	Conventional	0.00073046
2806	860426	GLENDALE  AVE	37160	B	4	Conventional	0.001232321
2807	860394	LORETTO  AVE	51660	B	4	Conventional	0.000869671
2808	860428	LORETTO  AVE	51660	B	4	Conventional	0.000565927
2809	860418	LORETTO  AVE	51660	B	4	Conventional	0.000934483
2810	860406	LORETTO  AVE	51660	B	4	Conventional	0.000765353
2811	860429	GLENDALE  AVE	37160	B	4	Conventional	0.000809571
2812	860425	GLENDALE  AVE	37160	B	4	Conventional	0.000651442
2813	860424	GLENDALE  AVE	37160	B	4	Conventional	0.000895409
2814	860574	GLENDALE  AVE	37160	B	4	Conventional	0.001141125
2815	860575	GLENDALE  AVE	37160	B	4	Conventional	0.001149105
2816	860431	CASTOR  AVE	21880	B	3	Sharrow	0.00041887
2817	860413	CASTOR  AVE	21880	B	3	Sharrow	0.000877204
2818	860420	CASTOR  AVE	21880	B	3	Sharrow	0.00074827
2819	860579	CASTOR  AVE	21880	B	3	Sharrow	0.000509588
2820	860443	CASTOR  AVE	21880	B	3	Sharrow	0.000847766
2821	860436	LORETTO  AVE	51660	B	4	Conventional	0.001155995
2822	860464	CASTOR  AVE	21880	B	3	Sharrow	0.000856614
2823	860452	CASTOR  AVE	21880	B	3	Sharrow	0.000865875
2824	860474	CASTOR  AVE	21880	B	3	Sharrow	0.000864917
2825	860459	LORETTO  AVE	51660	B	4	Conventional	0.001699342
